1,82185,37751,93096
2,145725,69950,169653
3,192913,101705,252736
4,250579,133685,324151
5,320203,165092,395060
6,374781,200237,468104
7,426637,232622,539975
8,478966,264185,617082
9,541568,296390,689269
10,608575,334234,760206
11,663811,375060,832226
12,725768,418055,927623
13,784636,460396,1013512
14,840973,501003,1088636
15,893664,544623,1159989
16,944871,585345,1230749
17,996872,624881,1301497
18,1048268,661397,1374736
19,1097044,701292,1445200
20,1147756,746264,1516715
