1,116332,46812,182789
2,213106,88031,344944
3,280448,128593,551434
4,363514,170581,718251
5,444732,210759,891356
6,588059,252920,1057957
7,701456,293779,1229633
8,799591,335129,1409953
9,895639,375265,1572692
10,986827,415550,1754545
11,1083221,457536,1940082
12,1187257,498263,2117040
13,1287907,539091,2283318
14,1387511,580263,2445618
15,1485196,621110,2625023
16,1575426,663937,2796833
17,1658564,705166,2965259
18,1733577,746954,3186711
19,1805461,789076,3412492
20,1876207,831108,3572413
