1,99210,51427,209778
2,172557,94112,395970
3,272799,134949,594812
4,378992,178460,772366
5,477256,220800,932278
6,577282,264274,1093424
7,645002,305363,1270981
8,712003,354493,1473995
9,797571,407489,1670898
10,923237,460712,1847318
11,1048881,515772,2006189
12,1151872,569177,2164662
13,1248842,621619,2346792
14,1336208,675576,2544630
15,1446534,730162,2724185
16,1554061,787202,2919073
17,1646538,842427,3146998
18,1751377,898463,3347629
19,1866663,958436,3506776
20,1974728,1017136,3666039
